Timestamp,What is your gender?,What is your marital status?,Have you ever failed an academic course/module at university?,"How satisfied are you with your learning environment at the Faculty?
",Are you satisfied with your home environment for studying?,What is your Age?,What is your Academic Year?,What is your degree programme.,Competition with my peers for grades is quite intense,I feel my lecturers are very strict and often point out mistakes in my work,My lecturers expect more from me than I can realistically do.,The unrealistic expectations of my parents stress me out.,"The time allocated for lectures, laboratory sessions, and independent study is enough for me to manage my academic workload effectively.  ",The size of the curriculum (workload) is excessive.,I believe that the amount of work assignments is too much.,I am unable to catch up if I fall behind in my work.,I have enough time to relax after completing my academic work. ,The examination questions are usually difficult.,The allocated examination duration is too short for me to complete my answers properly.,Examination periods are very stressful to me.,I am confident that I will be a successful student. ,I am confident that I will be successful in my future career. ,I find it easy to make academic decisions. ,I fear failing courses/modules this year.,I think that my worry about examinations is weakness of character.,"Even if I pass my exams, I am worried about getting a job"
2/19/2026 12:13:42,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,4,3,4,5,2,3,2,2,1,1,3,4,3,4,4,5,5
2/19/2026 12:13:47,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,2,2,2,1,5,2,5,2,5,1,5,2,1,5,1,2,2
2/19/2026 12:13:47,Female,• Single,• Once or twice,Dissatisfied,• No,• 24–25,• Year 1,,3,2,2,2,2,4,2,2,3,2,3,2,2,2,3,2,3,2
2/19/2026 12:13:51,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,2,2,3,3,2,1,3,2,1,3,3,3,2,2,3,3,3
2/19/2026 12:13:54,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2/19/2026 12:13:56,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2/19/2026 12:13:57,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,2,2,2,2,3,3,2,2,3,4,1,1,1,1,2,3
2/19/2026 12:14:01,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,4,2,4,1,2,2,4,2,4,5,1,1,5,2,4,1,4
2/19/2026 12:14:11,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,3,4,2,2,3,4,3,3,3,3,3,3,3,4,2,2,3
2/19/2026 12:14:18,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,1,2,1,1,1,2,2,2,2,2,2,4,1,2,2,2,1
2/19/2026 12:14:19,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2/19/2026 12:14:19,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,3,2,3,2,2,3,2,2,2,2,3,2,2,3,2,3,2
2/19/2026 12:14:21,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,2,2,1,2,1,2,2,2,1,3,2,2,2,2,2,1,3
2/19/2026 12:14:23,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,3,3,2,2,2,4,2,2,4,4,2,4,2,2,3,1,2
2/19/2026 12:14:24,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,4,3,2,1,3,2,4,2,2,4,1,1,1,3,4,3,2
2/19/2026 12:14:27,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,2,4,2,4,2,2,4,2,2,2,2,2,2,2,4,5
2/19/2026 12:14:27,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2/19/2026 12:14:28,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,3,2,2,3,2,3,4,4,2,3,2,2,3,3,3,4
2/19/2026 12:14:30,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2/19/2026 12:14:33,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,3,4,5,4,3,3,1,2,3,3,3,1,1,1,3,3,5
2/19/2026 12:14:34,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,4,2,3,2,4,3,3,3,2,2,2,2,2,2,2,1,2
2/19/2026 12:14:35,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2
2/19/2026 12:14:35,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,1,1,2,3,1,2,2,3,4,2,4,4,3,1,2,4,4,3
2/19/2026 12:14:35,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,1,2,4,2,2,2,1,2,2,2,2,2,2,1,2,1,4
2/19/2026 12:14:37,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,1,2,1,2,1,1,4,5,2,2,2,1,1,1,2,4,2
2/19/2026 12:14:38,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,2,4,4,2,2,4,1,4,2,2,4,2,1,1,5,5,4,2
2/19/2026 12:14:38,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,4,4,4,5,1,1,1,5,2,4,1,4,4,2,4,1,5
2/19/2026 12:14:38,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,4,1,1,2,2,1,2,1,1,1,1,1,1,4,2,2,2
2/19/2026 12:14:39,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,3,2,2,2,2,2,2,2,3,1,2,2,1,2,2,1,2
2/19/2026 12:14:40,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,2,2,2
2/19/2026 12:14:45,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,4,4,2,1,4,4,1,4,4,4,2,1,1,2,4,2,4
2/19/2026 12:14:45,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,3,2,2,2,2,1,2,2,5,2,4,1,2,3,2,2,2
2/19/2026 12:14:46,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,2,2,4,1,2,4,5,2,1,1,2,1,1,1,2,4,2
2/19/2026 12:14:48,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,2,2,2,2,3,3,2,3,2,2,2,3,2,3,3,2,2
2/19/2026 12:14:50,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,1,3,3,4,4,2,2,2,4,4,3,5,2,2,3,3,3,3
2/19/2026 12:14:50,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,3,2,4,2,2,3,1,1,2,2,2,1,2,2,1,1,2
2/19/2026 12:14:50,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,1,4,5,1,2,4,5,1,2,4,5,1,2,4,5,1,2
2/19/2026 12:14:53,Female,• Single,• Never,Satisfied,• No,• 20–21,• Year 1,,4,3,3,3,3,3,3,5,3,3,2,2,1,1,2,4,3,3
2/19/2026 12:14:53,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,4,4,2,2,2,4,2,2,2,2,4,2,2,4,4,2,2
2/19/2026 12:14:53,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,2,4,5,4,2,2,5,1,2,2,1,4,1,4,1,4
2/19/2026 12:14:53,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,2,1,2,2,1,4,1,4,2,4,1,1,2,4,5,1,2
2/19/2026 12:14:55,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,3,4,4,4,2,2,4,2,4,4,2,5,5,4,4,3,2
2/19/2026 12:14:57,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,2,2,4,2,2,3,1,3,4,3,3,1,3,1,4,3,4
2/19/2026 12:14:57,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1
2/19/2026 12:14:58,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,1,4,5,2,1,5,5,2,1,1,4,1,2,4,5,2,5
2/19/2026 12:14:58,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,4,5,2,2,2,2,4,2,4,2,1,1,1,4,4,4
2/19/2026 12:14:59,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2/19/2026 12:15:00,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3
2/19/2026 12:15:02,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,2,4,1,5,2,4,1,4,5,2,1,1,2,4,5,4,2
2/19/2026 12:15:02,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,2,4,1,2,4,1,2,4,1,2,2,1,2,4,1,2,4
2/19/2026 12:15:02,Female,• Single,• Never,Satisfied,• No,• 20–21,• Year 1,,1,2,2,2,2,1,1,2,4,2,1,1,2,2,1,1,2,2
2/19/2026 12:15:03,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 1,,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1
2/19/2026 12:15:07,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,5,2,3
2/19/2026 12:15:08,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2/19/2026 12:15:08,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,5,2,4,2,5,1,4,2,5,5,5,1,1,2,4,5,1
2/19/2026 12:15:12,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,4,3,4,4,3,3,2,4,3,3,2,3,2,3,2,2,2
2/19/2026 12:15:12,Female,• Single,• Once or twice,Very satisfied,• Yes,• 20–21,• Year 1,,2,5,2,5,1,1,1,4,5,5,1,1,1,1,2,2,4,4
2/19/2026 12:15:12,Female,• Single,• Never,Satisfied,• No,• 20–21,• Year 1,,2,2,4,4,5,2,4,2,4,4,4,2,2,4,4,4,2,4
2/19/2026 12:15:12,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,1,2,1,2,3,2,2,2,2,3,1,1,1,2,2,2,2
2/19/2026 12:15:13,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,1,2,4,1,2,2,1,1,1,2,2,1,2,1,1,1,1
2/19/2026 12:15:14,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,1,2,2,1,2,2,2,2,3,3,2,1,2,1,1,1,1
2/19/2026 12:15:14,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,5,1,5,1,1,4,1,4,2,1,1,1,1,1,1,1,1
2/19/2026 12:15:14,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,2,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,2
2/19/2026 12:15:15,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,2,4,5,1,2,4,5,1,5,4,4,5,2,5,1,4,2
2/19/2026 12:15:16,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,4,1,2,4,2,3,4,2,5,1,3,4,3,2,5,4,2,3
2/19/2026 12:15:17,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2
2/19/2026 12:15:18,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,2,2,4,5,4,2,1,4,1,2,5,2,1,5,4,1,1
2/19/2026 12:15:18,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 1,,2,2,2,4,1,2,2,4,2,2,2,4,2,1,2,4,1,2
2/19/2026 12:15:18,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,4,2,2,3,1,2,3,4,5,1,2,4,1,2,4,5,5,1
2/19/2026 12:15:19,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,3,2,3,1,4,3,2,1,5,1,2,2,4,4,3,5,4,3
2/19/2026 12:15:19,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,2,3,3,2,1,1,1,1,1,5,5,3,3,3,4,4,4,4
2/19/2026 12:15:22,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,3,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2
2/19/2026 12:15:23,Female,• Single,• Never,Dissatisfied,• No,• 20–21,• Year 1,,2,2,2,5,2,2,2,1,2,2,3,5,3,4,4,4,1,1
2/19/2026 12:15:23,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,3,3,4,2,4,2,2,2,4,2,2,2,2,2,2,2,2
2/19/2026 12:15:24,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,2,2,4,1,2,2,3,4,5,1,1,4,2,4,1,2,4
2/19/2026 12:15:27,Female,• Single,• Once or twice,Satisfied,• Yes,• 20–21,• Year 1,,2,4,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2
2/19/2026 12:15:29,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,3,2,2,2,3,3,3,4,3,3,2,1,1,2,1,3,3
2/19/2026 12:15:30,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2
2/19/2026 12:15:30,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,5,4,5,2,4,4,4,2,4,4,4,1,1,1,4,2,4
2/19/2026 12:15:30,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,2,2,1,2,1,1,4,4,2,4,1,1,2,4,4,2,2
2/19/2026 12:15:31,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,4,4,5,3,3,4,4,2,3,3,2,1,2,3,4,2,4
2/19/2026 12:15:31,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/19/2026 12:15:32,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,1,1,2,1,2,3,2,2,2,2,1,2,2,1,1,2,1
2/19/2026 12:15:33,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,2,1,3,4,2,1,2,4,2,4,2,1,2,2,4,5,5
2/19/2026 12:15:37,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,2,2,4,1,2,1,2,2,1,2,1,1,2,1,2,1,2
2/19/2026 12:15:38,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,2,2,1,1,1,1,2,2,4,1,1,1,1,1,1,1,1
2/19/2026 12:15:38,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,2,5,4,1,1,2,4,2,5,3,3,2,2,2,5,5,1,3
2/19/2026 12:15:40,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,4,4,4,4,4,4,4,2,3,3,3,3,2,2,2,4,3,4
2/19/2026 12:15:41,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,1,2,2,1,2,2,2,2,1,4,2,1,1,1,1,2,1,1
2/19/2026 12:15:43,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2/19/2026 12:15:45,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,4,4,4,4,4,4,4,2,3,4,4,1,1,1,4,2,4
2/19/2026 12:15:46,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,5,2,2,1,2,4,5,2,1,4,1,1,1,1,5,2,2
2/19/2026 12:15:47,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,5,5,2,1,4,2,4,2,3,2,2,2,2,3,3,5
2/19/2026 12:15:53,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,5,1,2,2,1,2,2,4,1,2,2,2,1,2,1,2,4
2/19/2026 12:15:54,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,2,4,4,1,4,2,4,2,4,1,4,1,2,2,4,4,5
2/19/2026 12:15:54,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,4,4,3,4,2,4,4,4,4,4,4,3,1,1,1,3,2,1
2/19/2026 12:15:56,Female,• Single,• Never,Satisfied,• No,• 20–21,• Year 1,,2,4,4,4,4,1,2,4,2,2,1,1,1,1,2,2,4,4
2/19/2026 12:15:57,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,1,2,1,2,1,4,5,1,4,3,2,1,3,2,4,5,2
2/19/2026 12:15:57,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,4,2,4,4,2,3,2,4,2,3,1,1,1,2,2,1,4
2/19/2026 12:15:58,Female,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,2,3,4,4,4,4,4,2,2,3,2,1,1,1,5,5,2
2/19/2026 12:15:58,Female,• Single,• Never,Very satisfied,• No,• 20–21,• Year 1,,2,4,4,4,2,2,4,4,5,3,2,1,1,2,2,2,3,4
2/19/2026 12:16:00,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1
2/19/2026 12:16:03,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/19/2026 12:16:05,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,3,5,3,3,2,2,3,3,1,2,4,2,1,1,2,5,3,2
2/19/2026 12:16:07,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,1,2,4,2,4,1,2,2,1,2,1,2,2,2,2,2,2
2/19/2026 12:16:08,Female,• Single,• Never,Very satisfied,• No,• 20–21,• Year 1,,2,4,5,5,2,2,2,3,4,3,2,2,2,1,1,3,3,4
2/19/2026 12:16:16,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,1,1,3,2,2,1,4,3,3,3,3,3,4,3,4,3,4,4
2/19/2026 12:16:35,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,4,2,4,2,2,1,2,4,2,1,2,1,2,4,3,2,1
2/19/2026 12:16:39,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,1,1,2,4,2,1,2,2,1,1,1,1,2,2,2,1,1,1
2/19/2026 12:16:41,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,2
2/19/2026 12:16:45,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,5,1,4,4,4,4,1,1,5,1,5,1,2,4,1,2,5
2/19/2026 12:16:47,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,2,2,2,4,2,2,2,2,2,2,2,2,1,2,2,2,1
2/19/2026 12:16:48,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,4,5,2,5,1,1,4,2,5,1,2,1,1,1,1,4,5,5
2/19/2026 12:16:51,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,2,5,1,5,2,2,1,5,2,2,2,2,1,1,2,4,4,5
2/19/2026 12:16:58,Female,• Single,• Never,Satisfied,• No,• 20–21,• Year 1,,3,2,1,4,2,4,2,4,2,2,2,2,2,2,2,4,2,2
2/19/2026 12:17:09,Female,• Single,• Never,Satisfied,• No,• 20–21,• Year 1,,4,5,2,1,1,2,4,4,2,2,2,2,2,2,2,4,5,2
2/19/2026 12:17:40,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,2,1,1,5,4,1,1,2,4,1,1,2,1,1,2,3,1,2
2/19/2026 12:17:45,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 1,,5,1,4,5,1,1,2,1,4,3,5,1,2,1,2,1,4,1
2/19/2026 12:19:21,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 1,,2,3,2,4,2,2,2,3,2,3,3,2,2,2,2,2,4,3
2/19/2026 12:27:27,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,4,4,4,5,2,2,2,2,4,2,2,2,1,1,4,4,4,4
2/19/2026 14:49:21,Male,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Finance,3,4,2,4,2,2,1,2,2,2,2,2,2,2,3,2,2,2
2/19/2026 15:53:02,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Finance,3,3,2,4,4,4,3,2,4,2,4,2,2,4,4,2,2,1
2/19/2026 15:53:42,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Finance,4,3,3,4,3,3,3,2,4,2,3,2,2,2,3,2,2,3
2/19/2026 15:54:37,Male,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Finance,3,2,3,4,2,3,2,1,2,1,3,2,1,1,1,5,4,2
2/19/2026 16:08:47,Female,• Single,• Three or more times,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Finance,1,1,2,4,4,2,2,1,4,1,3,1,2,2,2,1,2,3
2/19/2026 22:23:35,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Human Resource Management,2,4,4,4,2,2,2,2,4,2,2,1,4,4,4,1,1,1
2/19/2026 22:25:18,Male,• Single,• Once or twice,Satisfied,• No,• 22–23,• Year 4,B.B.A. (Hons) in Human Resource Management,4,4,4,2,1,4,4,4,5,1,1,1,4,4,5,1,2,1
2/19/2026 22:27:48,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Human Resource Management,4,4,4,4,4,1,4,1,5,1,1,1,4,5,5,1,1,1
2/19/2026 22:28:23,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Human Resource Management,1,4,2,1,2,4,4,1,4,1,4,1,2,2,4,1,1,1
2/19/2026 22:29:57,Male,• Single,• Never,Very satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Human Resource Management,2,2,1,1,5,4,2,1,5,2,2,1,4,4,4,1,1,1
2/19/2026 22:30:40,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Human Resource Management,2,4,4,2,4,3,1,4,4,2,1,1,2,2,4,1,1,1
2/19/2026 22:30:56,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Human Resource Management,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2/19/2026 22:32:06,Female,• Single,• Once or twice,Very satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Human Resource Management,1,5,5,5,4,3,4,2,5,1,1,1,2,2,4,1,1,1
2/19/2026 22:33:28,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Human Resource Management,2,4,4,2,1,2,2,2,4,1,1,1,2,2,4,1,2,1
2/19/2026 22:34:49,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Human Resource Management,2,2,2,2,4,2,2,2,4,2,2,1,2,2,4,1,2,1
2/19/2026 22:35:05,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Human Resource Management,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1
2/19/2026 22:36:22,Female,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Human Resource Management,2,4,1,1,4,1,1,1,1,1,1,1,2,2,2,2,2,2
2/19/2026 22:36:57,Female,• Single,• Once or twice,Very satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Human Resource Management,2,4,4,2,4,2,2,2,4,1,1,1,2,2,2,2,1,1
2/19/2026 22:37:47,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Human Resource Management,2,2,2,1,4,1,1,2,4,2,2,1,2,2,4,1,4,1
2/19/2026 22:38:17,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Human Resource Management,1,5,4,1,4,2,1,1,5,1,1,1,2,1,1,4,5,2
2/19/2026 22:38:55,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Human Resource Management,1,1,1,1,4,2,2,2,5,1,4,1,4,4,4,2,2,2
2/19/2026 22:39:47,Female,• Single,• Never,Very satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Human Resource Management,1,4,4,2,4,2,2,2,4,1,3,1,1,1,3,4,1,4
2/19/2026 22:41:02,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Human Resource Management,1,1,1,1,4,4,4,4,5,2,1,1,2,2,3,4,1,2
2/19/2026 22:42:23,Female,• Single,• Never,Very satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Human Resource Management,1,2,3,1,2,3,3,4,4,1,1,1,2,1,4,4,1,1
2/20/2026 8:03:01,Female,• Single,• Never,Very satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Finance,1,3,2,3,2,1,2,2,3,2,2,1,1,2,2,2,1,1
2/20/2026 11:41:42,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 20–21,• Year 1,,2,1,1,5,4,1,1,2,4,1,1,2,1,1,2,3,1,2
2/21/2026 0:06:02,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Human Resource Management,2,4,4,2,4,2,2,2,4,1,1,1,2,2,4,2,1,1
2/21/2026 13:01:53,Male,• Single,• Once or twice,Dissatisfied,• No,• 22–23,• Year 4,B.B.A. (Hons) in Hospitality and Leisure Mnaganement,5,3,1,4,4,1,1,2,4,1,2,1,4,4,4,1,4,4
2/21/2026 13:02:26,Male,• Single,• Once or twice,Very satisfied,• No,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Mnaganement,4,4,4,1,4,3,4,1,4,1,1,1,2,2,4,1,2,2
2/21/2026 13:03:07,Male,• Single,• Once or twice,Dissatisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Hospitality and Leisure Mnaganement,1,1,2,2,4,3,3,2,2,1,1,1,4,2,2,2,4,2
2/21/2026 13:04:12,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Hospitality and Leisure Mnaganement,3,4,4,3,2,2,3,3,3,2,3,2,2,2,2,3,3,2
